?company,?companyLabel
<http://www.wikidata.org/entity/Q107150800>,"""Zschopauer Baumwollspinnerei""@de"
<http://www.wikidata.org/entity/Q107138898>,"""Zschocke-Werke""@de"
<http://www.wikidata.org/entity/Q15391764>,"""Zschimmer & Schwarz""@de"
<http://www.wikidata.org/entity/Q108294874>,"""ZP Moto""@de"
<http://www.wikidata.org/entity/Q226908>,"""Zott SE & Co. KG""@de"
<http://www.wikidata.org/entity/Q2809884>,"""Zötler""@de"
<http://www.wikidata.org/entity/Q109907797>,"""ZossenRail Betriebsgesellschaft""@de"
<http://www.wikidata.org/entity/Q226817>,"""Zorro Film""@de"
<http://www.wikidata.org/entity/Q16295601>,"""Zorn Instruments GmbH & Co. KG""@de"
<http://www.wikidata.org/entity/Q220327>,"""Zooplus AG""@de"
<http://www.wikidata.org/entity/Q220176>,"""Zooland Records""@de"
<http://www.wikidata.org/entity/Q219819>,"""Zomix""@de"
<http://www.wikidata.org/entity/Q218746>,"""Zollner Elektronik""@de"
<http://www.wikidata.org/entity/Q218746>,"""Zollner Elektronik""@de"
<http://www.wikidata.org/entity/Q218746>,"""Zollner Elektronik""@de"
<http://www.wikidata.org/entity/Q218614>,"""Zollern""@de"
<http://www.wikidata.org/entity/Q116414335>,"""zolar""@de"
<http://www.wikidata.org/entity/Q218093>,"""Zoch Verlag""@de"
<http://www.wikidata.org/entity/Q8073204>,"""Zoche aero-diesel""@de"
<http://www.wikidata.org/entity/Q26278659>,"""""ZOB"" Zentral-Omnibus-Bahnhof Gesellschaft mit beschränkter Haftung""@de"
<http://www.wikidata.org/entity/Q24045768>,"""Zizoo""@de"
<http://www.wikidata.org/entity/Q37068906>,"""ZITEC""@de"
<http://www.wikidata.org/entity/Q37068906>,"""ZITEC""@de"
<http://www.wikidata.org/entity/Q206006>,"""Ziro""@de"
<http://www.wikidata.org/entity/Q205951>,"""Zirkus Probst""@de"
<http://www.wikidata.org/entity/Q108116367>,"""Zirkus Mond""@de"
<http://www.wikidata.org/entity/Q205553>,"""Ziraat Bank International""@de"
<http://www.wikidata.org/entity/Q109943668>,"""ZIPPYDOC""@de"
<http://www.wikidata.org/entity/Q109943668>,"""ZIPPYDOC""@de"
<http://www.wikidata.org/entity/Q205481>,"""Zippel Maschinenfabrik""@de"
<http://www.wikidata.org/entity/Q35387622>,"""Zinngießerwerkstatt Wiedamann""@de"
<http://www.wikidata.org/entity/Q107549867>,"""Zimmer und Sell""@de"
<http://www.wikidata.org/entity/Q107138824>,"""Zimmermann Werke""@de"
<http://www.wikidata.org/entity/Q16295594>,"""Zimmermann & Jansen""@de"
<http://www.wikidata.org/entity/Q203679>,"""Zimmermann-Graeff & Müller""@de"
<http://www.wikidata.org/entity/Q182310>,"""Zimmermann""@de"
<http://www.wikidata.org/entity/Q21036522>,"""Zimmer Group""@de"
<http://www.wikidata.org/entity/Q64682827>,"""Zigarettenfabrik Zepter Karl J. Weibel""@de"
<http://www.wikidata.org/entity/Q54867479>,"""Zigarettenfabrik W. Lande""@de"
<http://www.wikidata.org/entity/Q64595600>,"""Zigarettenfabrik Triumph GmbH""@de"
<http://www.wikidata.org/entity/Q62632362>,"""Zigarettenfabrik Orienta GmbH""@de"
<http://www.wikidata.org/entity/Q62631625>,"""Zigarettenfabrik ""Nospia"" GmbH""@de"
<http://www.wikidata.org/entity/Q199338>,"""Zigarettenfabrik Manoli""@de"
<http://www.wikidata.org/entity/Q107278845>,"""Zigarettenfabrik Kosmos GmbH""@de"
<http://www.wikidata.org/entity/Q64647037>,"""Zigarettenfabrik ""Kosmos"" GmbH""@de"
<http://www.wikidata.org/entity/Q61749968>,"""Zigarettenfabrik Confreia""@de"
<http://www.wikidata.org/entity/Q2431758>,"""Zierer Rides""@de"
<http://www.wikidata.org/entity/Q2431758>,"""Zierer Rides""@de"
<http://www.wikidata.org/entity/Q116150907>,"""Ziereis Faksimiles""@de"
<http://www.wikidata.org/entity/Q199040>,"""Ziemann (Unternehmen)""@de"
<http://www.wikidata.org/entity/Q199041>,"""Ziemann Sicherheit""@de"
<http://www.wikidata.org/entity/Q28025272>,"""Ziehm Imaging""@de"
<http://www.wikidata.org/entity/Q28025272>,"""Ziehm Imaging""@de"
<http://www.wikidata.org/entity/Q198903>,"""Ziehl-Abegg SE""@de"
<http://www.wikidata.org/entity/Q198903>,"""Ziehl-Abegg SE""@de"
<http://www.wikidata.org/entity/Q198858>,"""Ziegler""@de"
<http://www.wikidata.org/entity/Q107177368>,"""Ziegelwerk Mühlacker""@de"
<http://www.wikidata.org/entity/Q107151107>,"""Ziegelwerke Ludwigsburg AG, vorm. Ganzenmüller & Baumgärtner""@de"
<http://www.wikidata.org/entity/Q111390054>,"""Ziegelei Girnghuber""@de"
<http://www.wikidata.org/entity/Q198588>,"""Ziegelei Böckingen""@de"
<http://www.wikidata.org/entity/Q25389080>,"""Zickenheiner""@de"
<http://www.wikidata.org/entity/Q198387>,"""Zichorienfabrik Ludwig Otto Bleibtreu""@de"
<http://www.wikidata.org/entity/Q198387>,"""Zichorienfabrik Ludwig Otto Bleibtreu""@de"
<http://www.wikidata.org/entity/Q197802>,"""ZhongDe Waste Technology""@de"
<http://www.wikidata.org/entity/Q136135>,"""ZG Raiffeisen""@de"
<http://www.wikidata.org/entity/Q136115>,"""ZF Passau""@de"
<http://www.wikidata.org/entity/Q136114>,"""ZF Lenksysteme""@de"
<http://www.wikidata.org/entity/Q136119>,"""ZF Friedrichshafen AG""@de"
<http://www.wikidata.org/entity/Q136119>,"""ZF Friedrichshafen AG""@de"
<http://www.wikidata.org/entity/Q136112>,"""ZF Electronics""@de"
<http://www.wikidata.org/entity/Q197049>,"""Zevener Volksbank""@de"
<http://www.wikidata.org/entity/Q197000>,"""Zeuna Stärker""@de"
<http://www.wikidata.org/entity/Q196993>,"""Zeuke""@de"
<http://www.wikidata.org/entity/Q196767>,"""Zertus""@de"
<http://www.wikidata.org/entity/Q78343557>,"""Zero One Film""@de"
<http://www.wikidata.org/entity/Q107676601>,"""Zero Film Südwest""@de"
<http://www.wikidata.org/entity/Q107150566>,"""Zero Film""@de"
<http://www.wikidata.org/entity/Q191896>,"""Zero""@de"
<http://www.wikidata.org/entity/Q107139191>,"""Zeppelin Wasserstoff- und Sauerstoff-Werke""@de"
<http://www.wikidata.org/entity/Q18633229>,"""Zeppelin Rental""@de"
<http://www.wikidata.org/entity/Q191422>,"""Zeppelin Luftschifftechnik""@de"
<http://www.wikidata.org/entity/Q191422>,"""Zeppelin Luftschifftechnik""@de"
<http://www.wikidata.org/entity/Q19963718>,"""Zeppelin (Konzern)""@de"
<http://www.wikidata.org/entity/Q191420>,"""Zeppelin Baumaschinen""@de"
<http://www.wikidata.org/entity/Q191180>,"""Zentrum Mikroelektronik Dresden""@de"
<http://www.wikidata.org/entity/Q191197>,"""Zentrum für Bucherhaltung""@de"
<http://www.wikidata.org/entity/Q190815>,"""Zentralstelle für private Überspielungsrechte""@de"
<http://www.wikidata.org/entity/Q190742>,"""Zentralrat der Juden in Deutschland""@de"
<http://www.wikidata.org/entity/Q190677>,"""Zentralmobil""@de"
<http://www.wikidata.org/entity/Q15855660>,"""Zentralkokerei Saar""@de"
<http://www.wikidata.org/entity/Q107059673>,"""Zentralkasse Südwestdeutscher Volksbanken""@de"
<http://www.wikidata.org/entity/Q107072259>,"""Zentralkasse nordwestdeutscher Volksbanken""@de"
<http://www.wikidata.org/entity/Q107088332>,"""Zentralkasse Bayerischer Volksbanken""@de"
<http://www.wikidata.org/entity/Q190657>,"""Zentralkäserei Mecklenburg-Vorpommern""@de"
<http://www.wikidata.org/entity/Q48754685>,"""Zentralhaus für Kulturarbeit der DDR""@de"
<http://www.wikidata.org/entity/Q190473>,"""Zentralfilmgesellschaft Ost""@de"
<http://www.wikidata.org/entity/Q190313>,"""Zentrale Intelligenz Agentur""@de"
<http://www.wikidata.org/entity/Q190364>,"""Zentrale für Einkauf und Service""@de"
<http://www.wikidata.org/entity/Q189896>,"""Zentis""@de"
<http://www.wikidata.org/entity/Q189874>,"""Zentek""@de"
<http://www.wikidata.org/entity/Q189649>,"""Zenner International""@de"
<http://www.wikidata.org/entity/Q15110615>,"""Zenker-Hausbau""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q189589>,"""ZenithOptimedia""@de"
<http://www.wikidata.org/entity/Q64392161>,"""Zender GmbH""@de"
<http://www.wikidata.org/entity/Q22920320>,"""Zementwerk Weisenau""@de"
<http://www.wikidata.org/entity/Q69131921>,"""Zementwerk Rüdersdorf""@de"
<http://www.wikidata.org/entity/Q61894777>,"""Zementwerk Berching""@de"
<http://www.wikidata.org/entity/Q136039>,"""ZEMAG""@de"
<http://www.wikidata.org/entity/Q114616947>,"""Zeltbräu""@de"
<http://www.wikidata.org/entity/Q189107>,"""Zellstoff- und Papierfabrik Rosenthal""@de"
<http://www.wikidata.org/entity/Q107013846>,"""Zellstofffabrik Waldhof""@de"
<http://www.wikidata.org/entity/Q104601256>,"""Zeller Verlag""@de"
<http://www.wikidata.org/entity/Q187748>,"""Zeller Keramik""@de"
<http://www.wikidata.org/entity/Q187748>,"""Zeller Keramik""@de"
<http://www.wikidata.org/entity/Q187291>,"""Zekiwa""@de"
<http://www.wikidata.org/entity/Q187092>,"""Zeitverlag Gerd Bucerius""@de"
<http://www.wikidata.org/entity/Q187081>,"""Zeitungsverlag Westfalen""@de"
<http://www.wikidata.org/entity/Q48585965>,"""Zeitungsverlag F. Wolff & Sohn""@de"
<http://www.wikidata.org/entity/Q48585965>,"""Zeitungsverlag F. Wolff & Sohn""@de"
<http://www.wikidata.org/entity/Q62484406>,"""Zeitungsverlag Freitag""@de"
<http://www.wikidata.org/entity/Q48370802>,"""Zeitungsholding Hessen""@de"
<http://www.wikidata.org/entity/Q187057>,"""Zeitungsgruppe Stuttgart""@de"
<http://www.wikidata.org/entity/Q186967>,"""Zeitter & Winkelmann""@de"
<http://www.wikidata.org/entity/Q113571532>,"""Zeitsprung Pictures""@de"
<http://www.wikidata.org/entity/Q1573191>,"""ZEIT Sprachen""@de"
<http://www.wikidata.org/entity/Q42387073>,"""Zeitfracht""@de"
<http://www.wikidata.org/entity/Q42387073>,"""Zeitfracht""@de"
<http://www.wikidata.org/entity/Q42387073>,"""Zeitfracht""@de"
<http://www.wikidata.org/entity/Q184994>,"""Zeiss Ikon""@de"
<http://www.wikidata.org/entity/Q184994>,"""Zeiss Ikon""@de"
<http://www.wikidata.org/entity/Q184994>,"""Zeiss Ikon""@de"
<http://www.wikidata.org/entity/Q184978>,"""Zeisner Feinkost GmbH & Co. KG""@de"
<http://www.wikidata.org/entity/Q184800>,"""Zeidler & Wimmel""@de"
<http://www.wikidata.org/entity/Q184593>,"""Zehnacker-Gruppe""@de"
<http://www.wikidata.org/entity/Q19968138>,"""ZEFA""@de"
<http://www.wikidata.org/entity/Q19968138>,"""ZEFA""@de"
<http://www.wikidata.org/entity/Q184328>,"""Zedler & Vogel""@de"
<http://www.wikidata.org/entity/Q184328>,"""Zedler & Vogel""@de"
<http://www.wikidata.org/entity/Q169588>,"""Zech Group""@de"
<http://www.wikidata.org/entity/Q38110872>,"""Zechbauer Tabakwaren""@de"
<http://www.wikidata.org/entity/Q113507>,"""Zeb.rolfes.schierenbeck.associates""@de"
<http://www.wikidata.org/entity/Q169474>,"""Zebralution""@de"
<http://www.wikidata.org/entity/Q169356>,"""ZebeMusic""@de"
<http://www.wikidata.org/entity/Q136027>,"""ZEAG Energie""@de"
<http://www.wikidata.org/entity/Q50407956>,"""Zeaborn""@de"
<http://www.wikidata.org/entity/Q135997>,"""ZDF Werbefernsehen""@de"
<http://www.wikidata.org/entity/Q135992>,"""ZDF Enterprises""@de"
<http://www.wikidata.org/entity/Q84430784>,"""ZDF Digital""@de"
<http://www.wikidata.org/entity/Q84430784>,"""ZDF Digital""@de"
<http://www.wikidata.org/entity/Q148450>,"""Zaubermond-Verlag""@de"
<http://www.wikidata.org/entity/Q148450>,"""Zaubermond-Verlag""@de"
<http://www.wikidata.org/entity/Q148450>,"""Zaubermond-Verlag""@de"
<http://www.wikidata.org/entity/Q148450>,"""Zaubermond-Verlag""@de"
<http://www.wikidata.org/entity/Q148315>,"""Zato Fahrzeugentwicklung""@de"
<http://www.wikidata.org/entity/Q148315>,"""Zato Fahrzeugentwicklung""@de"
<http://www.wikidata.org/entity/Q147421>,"""Zapp AG""@de"
<http://www.wikidata.org/entity/Q147421>,"""Zapp AG""@de"
<http://www.wikidata.org/entity/Q147261>,"""Zapf Umzüge""@de"
<http://www.wikidata.org/entity/Q147261>,"""Zapf Umzüge""@de"
<http://www.wikidata.org/entity/Q147260>,"""Zapf""@de"
<http://www.wikidata.org/entity/Q147257>,"""Zapf""@de"
<http://www.wikidata.org/entity/Q28498536>,"""ZAP""@de"
<http://www.wikidata.org/entity/Q146957>,"""Zanker""@de"
<http://www.wikidata.org/entity/Q1925927>,"""Zanders Papierfabrik""@de"
<http://www.wikidata.org/entity/Q29236156>,"""Zanderroth""@de"
<http://www.wikidata.org/entity/Q29236156>,"""Zanderroth""@de"
<http://www.wikidata.org/entity/Q34417923>,"""Zander & Labisch""@de"
<http://www.wikidata.org/entity/Q34417923>,"""Zander & Labisch""@de"
<http://www.wikidata.org/entity/Q48180355>,"""Zander-Gruppe""@de"
<http://www.wikidata.org/entity/Q145736>,"""Zamek""@de"
<http://www.wikidata.org/entity/Q15855412>,"""Zambon-Verlag""@de"
<http://www.wikidata.org/entity/Q15855412>,"""Zambon-Verlag""@de"
<http://www.wikidata.org/entity/Q108786428>,"""Zalando Outlet""@de"
<http://www.wikidata.org/entity/Q108786428>,"""Zalando Outlet""@de"
<http://www.wikidata.org/entity/Q136570>,"""Zalando""@de"
<http://www.wikidata.org/entity/Q136570>,"""Zalando""@de"
<http://www.wikidata.org/entity/Q144153>,"""Zahoransky""@de"
<http://www.wikidata.org/entity/Q135887>,"""ZAG – Zeitarbeits-Gesellschaft""@de"
<http://www.wikidata.org/entity/Q135887>,"""ZAG – Zeitarbeits-Gesellschaft""@de"
<http://www.wikidata.org/entity/Q10856829>,"""Yunus Social Business – Global Initiatives""@de"
<http://www.wikidata.org/entity/Q21036290>,"""YUN!Q""@de"
<http://www.wikidata.org/entity/Q26678409>,"""YT Industries""@de"
<http://www.wikidata.org/entity/Q54867478>,"""Yramos""@de"
<http://www.wikidata.org/entity/Q54867478>,"""Yramos""@de"
<http://www.wikidata.org/entity/Q15855300>,"""Yo-Yo Records""@de"
<http://www.wikidata.org/entity/Q15855300>,"""Yo-Yo Records""@de"
<http://www.wikidata.org/entity/Q107986045>,"""yourfone""@de"
<http://www.wikidata.org/entity/Q2601340>,"""Your Family Entertainment""@de"
<http://www.wikidata.org/entity/Q2601344>,"""Your Choice Records""@de"
<http://www.wikidata.org/entity/Q1762087>,"""Youniq""@de"
<http://www.wikidata.org/entity/Q92187942>,"""youngfilms""@de"
<http://www.wikidata.org/entity/Q568675>,"""Young Engineers Sportscar""@de"
<http://www.wikidata.org/entity/Q2600868>,"""Yorma’s""@de"
<http://www.wikidata.org/entity/Q2600868>,"""Yorma’s""@de"
<http://www.wikidata.org/entity/Q2600805>,"""York Motoren""@de"
<http://www.wikidata.org/entity/Q1667854>,"""Yorck Kinogruppe""@de"
<http://www.wikidata.org/entity/Q1667854>,"""Yorck Kinogruppe""@de"
<http://www.wikidata.org/entity/Q2598678>,"""YOC""@de"
<http://www.wikidata.org/entity/Q1662647>,"""Yncoris""@de"
<http://www.wikidata.org/entity/Q117212913>,"""Yippie GmbH""@de"
<http://www.wikidata.org/entity/Q2600258>,"""YiGG""@de"
<http://www.wikidata.org/entity/Q265164>,"""yellowTAB""@de"
<http://www.wikidata.org/entity/Q2600012>,"""Yello Strom""@de"
<http://www.wikidata.org/entity/Q2599961>,"""yeebase media""@de"
<http://www.wikidata.org/entity/Q2599949>,"""Yedermann""@de"
<http://www.wikidata.org/entity/Q2599949>,"""Yedermann""@de"
<http://www.wikidata.org/entity/Q108138157>,"""Yeah! Yeah! Yeah! Studios""@de"
<http://www.wikidata.org/entity/Q21027751>,"""YEAH! AG""@de"
<http://www.wikidata.org/entity/Q109583814>,"""YAYLA Türk Lebensmittelvertrieb GmbH""@de"
<http://www.wikidata.org/entity/Q108886474>,"""Yakuza""@de"
<http://www.wikidata.org/entity/Q2599026>,"""Yakumo""@de"
<http://www.wikidata.org/entity/Q17297596>,"""Yager Development""@de"
<http://www.wikidata.org/entity/Q107812502>,"""y3 film Hans Weingärtner Filmproduktion""@de"
<http://www.wikidata.org/entity/Q16858150>,"""XXS Records""@de"
<http://www.wikidata.org/entity/Q61697217>,"""X Verleih""@de"
<http://www.wikidata.org/entity/Q1476992>,"""XOX Gebäck GmbH""@de"
<http://www.wikidata.org/entity/Q699514>,"""XL Airways Germany""@de"
<http://www.wikidata.org/entity/Q699514>,"""XL Airways Germany""@de"
<http://www.wikidata.org/entity/Q878698>,"""X Filme Creative Pool""@de"
<http://www.wikidata.org/entity/Q690374>,"""X-FAB""@de"
<http://www.wikidata.org/entity/Q690374>,"""X-FAB""@de"
<http://www.wikidata.org/entity/Q2598032>,"""Xervon""@de"
<http://www.wikidata.org/entity/Q535956>,"""Xella""@de"
<http://www.wikidata.org/entity/Q535956>,"""Xella""@de"
<http://www.wikidata.org/entity/Q8042840>,"""xaitment""@de"
<http://www.wikidata.org/entity/Q2536782>,"""W. Zuckschwerdt Verlag""@de"
<http://www.wikidata.org/entity/Q2536782>,"""W. Zuckschwerdt Verlag""@de"
<http://www.wikidata.org/entity/Q2536782>,"""W. Zuckschwerdt Verlag""@de"
<http://www.wikidata.org/entity/Q2536782>,"""W. Zuckschwerdt Verlag""@de"
<http://www.wikidata.org/entity/Q1563581>,"""Wyker Dampfschiffs-Reederei Föhr-Amrum""@de"
<http://www.wikidata.org/entity/Q1304340>,"""WWK""@de"
<http://www.wikidata.org/entity/Q1648020>,"""W. Wächtershäuser""@de"
<http://www.wikidata.org/entity/Q1408092>,"""WVW""@de"
<http://www.wikidata.org/entity/Q2597189>,"""Wüteria Mineralquellen""@de"
<http://www.wikidata.org/entity/Q2597125>,"""Wüstenrot & Württembergische""@de"
<http://www.wikidata.org/entity/Q2597125>,"""Wüstenrot & Württembergische""@de"
<http://www.wikidata.org/entity/Q2597130>,"""Wüstenrot Bausparkasse""@de"
<http://www.wikidata.org/entity/Q2597130>,"""Wüstenrot Bausparkasse""@de"
<http://www.wikidata.org/entity/Q1800124>,"""Wüstenrot Bank""@de"
<http://www.wikidata.org/entity/Q1235358>,"""Wüste Film""@de"
<http://www.wikidata.org/entity/Q107088196>,"""Wurzner Teppichfabrik""@de"
<http://www.wikidata.org/entity/Q107088233>,"""Wurzener Kunstmühlenwerke und Biscuitfabriken vorm. F. Krietsch""@de"
<http://www.wikidata.org/entity/Q75195946>,"""Wurzelwerkstatt""@de"
<http://www.wikidata.org/entity/Q1291006>,"""Würzburger Versorgungs- und Verkehrs-GmbH""@de"
<http://www.wikidata.org/entity/Q1291006>,"""Würzburger Versorgungs- und Verkehrs-GmbH""@de"
<http://www.wikidata.org/entity/Q99495010>,"""Würzburger Straßenbahn GmbH""@de"
<http://www.wikidata.org/entity/Q99495010>,"""Würzburger Straßenbahn GmbH""@de"
<http://www.wikidata.org/entity/Q50035829>,"""Würzburger Institut für Verkehrswissenschaften""@de"
<http://www.wikidata.org/entity/Q870325>,"""Würzburger Hofbräu""@de"
<http://www.wikidata.org/entity/Q107139113>,"""Württ. Warenzentrale Landwirtschaftlicher Genossenschaften""@de"
<http://www.wikidata.org/entity/Q107125581>,"""Württembergisch-Hohenzollerische Privatbank""@de"
<http://www.wikidata.org/entity/Q1412465>,"""Württembergische Versicherung""@de"
<http://www.wikidata.org/entity/Q1412465>,"""Württembergische Versicherung""@de"
<http://www.wikidata.org/entity/Q1412465>,"""Württembergische Versicherung""@de"
<http://www.wikidata.org/entity/Q2596892>,"""Württembergische und Badische Versicherung""@de"
<http://www.wikidata.org/entity/Q107072195>,"""Württembergisches Portland-Cement-Werk zu Lauffen""@de"
<http://www.wikidata.org/entity/Q107139189>,"""Württembergische Rückversicherungs AG""@de"
<http://www.wikidata.org/entity/Q107136411>,"""Württembergischer Kreditverein""@de"
<http://www.wikidata.org/entity/Q2596855>,"""Württembergische Nebenbahnen""@de"
<http://www.wikidata.org/entity/Q2596855>,"""Württembergische Nebenbahnen""@de"
<http://www.wikidata.org/entity/Q451423>,"""Württembergische Metallwarenfabrik""@de"
<http://www.wikidata.org/entity/Q2596853>,"""Württembergische Leinenindustrie""@de"
<http://www.wikidata.org/entity/Q2596851>,"""Württembergische Lebensversicherung""@de"
<http://www.wikidata.org/entity/Q2596851>,"""Württembergische Lebensversicherung""@de"
<http://www.wikidata.org/entity/Q107138740>,"""Württembergische Landes-Elektrizitäts-AG""@de"
<http://www.wikidata.org/entity/Q2596845>,"""Württembergische Krankenversicherung""@de"
<http://www.wikidata.org/entity/Q2596845>,"""Württembergische Krankenversicherung""@de"
<http://www.wikidata.org/entity/Q50826399>,"""Württembergische Kamerun-Gesellschaft mbH""@de"
<http://www.wikidata.org/entity/Q50826399>,"""Württembergische Kamerun-Gesellschaft mbH""@de"
<http://www.wikidata.org/entity/Q107097801>,"""Württembergische Hypothekenbank""@de"
<http://www.wikidata.org/entity/Q67206361>,"""Württembergische Feuerversicherung""@de"
<http://www.wikidata.org/entity/Q107167351>,"""Württembergische Elektrizitäts-AG""@de"
<http://www.wikidata.org/entity/Q2596833>,"""Württembergische Eisenbahn-Gesellschaft""@de"
<http://www.wikidata.org/entity/Q41918545>,"""Württembergische Bus-Gesellschaft""@de"
<http://www.wikidata.org/entity/Q2596809>,"""Württembergische Bibelgesellschaft""@de"
